name	uci
Benko Gambit Declined: Sosonko Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 a2a4
Benko Gambit: Mutkin Countergambit	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 g2g4
Benko Gambit: Nescafe Frappe Attack	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b1c3 a6b5 e2e4 b5b4 c3b5 d7d6 f1c4
Benko Gambit: Zaitsev System	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b1c3
Benko Gambit: Zaitsev Variation, Nescafe Frappe Attack	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b1c3 a6b5 e2e4 b5b4 c3b5
Benko Gambit Accepted: Central Storming Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 g7g6 b1c3 c8a6 f2f4
Benko Gambit Accepted: Fianchetto Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 g7g6 b1c3 c8a6 g2g3 d7d6 f1g2 f8g7 g1f3
Benko Gambit Accepted: Fully Accepted Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6
Benko Gambit: Fianchetto Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 c8a6 b1c3 d7d6 g1f3 g7g6 g2g3
Benko Gambit: Nd2 Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 c8a6 b1c3 d7d6 g1f3 g7g6 f3d2
Benko Gambit	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 g7g6 b1c3 c8a6 e2e4 a6f1 e1f1 d7d6 g2g3
Benko Gambit Accepted: King Walk Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 g7g6 b1c3 c8a6 g1f3 d7d6 e2e4 a6f1 e1f1 f8g7 g2g3 e8g8 f1g2
Benko Gambit Accepted: Yugoslav	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 c8a6 b1c3 d7d6 e2e4
Benko Gambit Accepted: Yugoslav	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 g7g6 b1c3 c8a6 e2e4 a6f1 e1f1 d7d6 g1e2
Benoni Defense: Modern Variation	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6
Benoni Defense: Modern Variation, Snake Variation	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 f8d6
Benoni Defense	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6
Benoni Defense: Fianchetto Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 g2g3
Benoni Defense: Knight's Tour Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 f3d2
Benoni Defense: Uhlmann Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 c1g5
Benoni Defense: Fianchetto Variation	d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 f1g2 f8g7 g1f3 e8g8
Benoni Defense: Fianchetto Variation, Hastings Defense	d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 f1g2 f8g7 g1f3 e8g8 e1g1 b8d7
Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line	d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 f1g2 f8g7 g1f3 e8g8 e1g1 a7a6 a2a4 b8d7 f3d2 f8e8
Benoni Defense: King's Pawn Line	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4
Benoni Defense: Mikenas Variation	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 f2f4 f8g7 e4e5
Benoni Defense: Pawn Storm Variation	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 f2f4
Benoni Defense: Taimanov Variation	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 f2f4 f8g7 f1b5
Benoni Defense: Four Pawns Attack	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 f2f4 f8g7 g1f3 e8g8
Benoni Defense: Four Pawns Attack, Main Line	d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f2f4 e8g8 g1f3 c7c5 d4d5 e7e6 f1e2 e6d5 c4d5 f8e8
Benoni Defense: Classical Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4
Benoni Defense: Classical Variation, New York Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 h2h3
Benoni Defense: Classical Variation, Traditional Variation	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 f1e2
Benoni Defense: Classical Variation, Averbakh-Grivas Attack	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 c1g5
Benoni Defense: Classical	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8
Benoni Defense: Classical Variation, Main Line	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1
Benoni Defense: Classical Variation, Full Line	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 a7a6 a2a4
Benoni Defense: Classical Variation, Argentine Counterattack	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 f1e2 e8g8 e1g1 a7a6 a2a4 c8g4
Benoni Defense: Classical Variation, Czerniak Defense	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 f8e8
Benoni Defense: Classical Variation, Czerniak Defense, Tal Line	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 f8e8 f3d2
Benoni Defense: Classical Variation, Czerniak Defense	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 f1e2 e8g8 e1g1 f8e8 f3d2 b8a6
Benoni Defense: Classical Variation, Czerniak Defense	d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 b1c3 e6d5 c4d5 d7d6 e2e4 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 f8e8 f3d2 b8a6 f2f3
Dutch Defense	d2d4 f7f5
Dutch Defense: Alapin Variation	d2d4 f7f5 d1d3
Dutch Defense: Hevendehl Gambit	d2d4 f7f5 g2g4 e7e5
Dutch Defense: Hopton Attack	d2d4 f7f5 c1g5
Dutch Defense: Janzen-Korchnoi Gambit	d2d4 f7f5 h2h3 g8f6 g2g4
Dutch Defense: Kingfisher Gambit	d2d4 f7f5 b1c3 d7d5 e2e4
Dutch Defense: Korchnoi Attack	d2d4 f7f5 h2h3
Dutch Defense: Krejcik Gambit	d2d4 f7f5 g2g4
Dutch Defense: Krejcik Gambit, Tate Gambit	d2d4 f7f5 g2g4 f5g4 e2e4 d7d5 b1c3
Dutch Defense: Manhattan Gambit, Anti-Classical Line	d2d4 f7f5 d1d3 e7e6 g2g4
Dutch Defense: Manhattan Gambit, Anti-Leningrad	d2d4 f7f5 d1d3 g7g6 g2g4
Dutch Defense: Manhattan Gambit, Anti-Modern	d2d4 f7f5 d1d3 d7d6 g2g4
Dutch Defense: Manhattan Gambit, Anti-Stonewall	d2d4 f7f5 d1d3 d7d5 g2g4
Dutch Defense: Omega-Isis Gambit	d2d4 f7f5 g1f3 e7e5
Dutch Defense: Raphael Variation	d2d4 f7f5 b1c3
Dutch Defense: Senechaud Gambit	d2d4 f7f5 c1f4 e7e6 g2g4
Dutch Defense: Spielmann Gambit	d2d4 f7f5 b1c3 g8f6 g2g4
Queen's Pawn Game: Veresov Attack, Dutch System	d2d4 f7f5 b1c3 d7d5
Dutch Defense: Blackburne Variation	d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1h3
Dutch Defense: Fianchetto Attack	d2d4 f7f5 g2g3
Dutch Defense: Leningrad Variation, Karlsbad Variation	d2d4 f7f5 g2g3 g7g6 f1g2 f8g7 g1h3
Dutch Defense: Leningrad, Basman System	d2d4 f7f5 g2g3 c7c6 f1g2 g7g6 g1f3 f8g7 e1g1 g8h6
Dutch Defense: Semi-Leningrad Variation	d2d4 f7f5 g2g3 g8f6 f1g2 g7g6
Dutch Defense: Blackmar's Second Gambit	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 f2f3
Dutch Defense: Staunton Gambit	d2d4 f7f5 e2e4
Dutch Defense: Staunton Gambit Accepted	d2d4 f7f5 e2e4 f5e4
Dutch Defense: Staunton Gambit, American Attack	d2d4 f7f5 e2e4 f5e4 b1d2
Dutch Defense: Staunton Gambit, Tartakower Variation	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4
Rat Defense: Balogh Defense	e2e4 d7d6 d2d4 f7f5
Dutch Defense: Staunton Gambit	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5
Dutch Defense: Staunton Gambit, Alekhine Variation	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5 g7g6 h2h4
Dutch Defense: Staunton Gambit, Chigorin Variation	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5 c7c6
Dutch Defense: Staunton Gambit, Lasker Variation	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5 g7g6 f2f3
Dutch Defense: Staunton Gambit, Nimzowitsch Variation	d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5 b7b6
Dutch Defense	d2d4 f7f5 c2c4
Dutch Defense: Bellon Gambit	d2d4 f7f5 c2c4 e7e6 e2e4
Dutch Defense: Bladel Variation	d2d4 f7f5 c2c4 g7g6 b1c3 g8h6
Dutch Defense: Classical Variation	d2d4 f7f5 c2c4 e7e6
Dutch Defense: Krause Variation	d2d4 f7f5 c2c4 g8f6 b1c3 d7d6 g1f3 b8c6
Dutch Defense: Normal Variation	d2d4 f7f5 c2c4 g8f6
Dutch Defense: Rubinstein Variation	d2d4 f7f5 c2c4 e7e6 b1c3
Dutch Defense: Queen's Knight Variation	d2d4 f7f5 c2c4 g8f6 b1c3
Dutch Defense: Fianchetto Variation	d2d4 f7f5 c2c4 g8f6 g2g3
Dutch Defense: Hort-Antoshin System	d2d4 f7f5 c2c4 g8f6 g2g3 d7d6 f1g2 c7c6 b1c3 d8c7
Dutch Defense: Leningrad Variation	d2d4 f7f5 c2c4 g8f6 g2g3 g7g6
Dutch Defense: Leningrad Variation	d2d4 f7f5 c2c4 g8f6 g2g3 g7g6 f1g2 f8g7 g1f3
Dutch Defense: Leningrad Variation, Warsaw Variation	d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6
Dutch Defense: Leningrad Variation, Matulovic Variation	d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 b8c6
Dutch Defense: Classical Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2
Dutch Defense: Nimzo-Dutch Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8b4
Dutch Defense: Nimzo-Dutch Variation, Alekhine Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8b4 c1d2 b4e7
Dutch Defense: Stonewall Variation, Modern Variation	d2d4 f7f5 c2c4 e7e6 g1f3 g8f6 g2g3 c7c6 f1g2 d7d5 e1g1 f8d6
Dutch Defense: Classical Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7
Dutch Defense: Classical Variation, Blackburne Attack	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1h3
Dutch Defense: Alekhine Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 f6e4
Dutch Defense: Classical Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8
Dutch Defense: Stonewall Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5 b1c3
Dutch Defense: Stonewall Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5
Dutch Defense: Stonewall Variation, Botvinnik Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5 b2b3
Dutch Defense: Stonewall Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5 b2b3 c7c6 c1a3
Dutch Defense: Stonewall Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5 b1c3 c7c6
Dutch Defense: Stonewall Variation, Chekhover Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d5 b1c3 c7c6 d1c2 d8e8 c1g5
Dutch Defense: Classical Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6
Dutch Defense: Classical Variation, Buenos Aires Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 a7a5
Dutch Defense: Classical Variation, Huisl Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 f6e4
Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 d8e8
Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Winter Variation	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 d8e8 f1e1
Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 d8e8 d1c2
Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Modern Main Line	d2d4 f7f5 c2c4 g8f6 g2g3 e7e6 f1g2 f8e7 g1f3 e8g8 e1g1 d7d6 b1c3 d8e8 b2b3
