name	uci
English Opening: Anglo-Indian Defense, Nimzo-English	g1f3 g8f6 c2c4 e7e6 b1c3 f8b4
English Opening: Anglo-Indian Defense, Queen's Indian Formation	c2c4 g8f6 b1c3 e7e6 g1f3 b7b6
English Opening: Anglo-Indian Defense, Queen's Indian Variation	c2c4 g8f6 b1c3 e7e6 g1f3 b7b6 e2e4 c8b7 f1d3
English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack	c2c4 g8f6 b1c3 e7e6 g1f3 f8b4 g2g4
English Opening: Mikenas-Carls Variation	c2c4 g8f6 b1c3 e7e6 e2e4
English Opening: Mikenas-Carls Variation	c2c4 g8f6 b1c3 e7e6 e2e4 b8c6
English Opening: Mikenas-Carls Variation	c2c4 g8f6 b1c3 e7e6 e2e4 d7d5 e4e5
English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit	c2c4 g8f6 b1c3 e7e6 e2e4 c7c5 e4e5 f6g8
English Opening: Mikenas-Carls, Sicilian	c2c4 g8f6 b1c3 e7e6 e2e4 c7c5
English Opening: Drill Variation	c2c4 e7e5 g2g3 h7h5
English Opening: King's English Variation	c2c4 e7e5
English Opening: King's English Variation, Kahiko-Hula Gambit	c2c4 e7e5 e2e3 g8f6 f2f4 e5f4 g1f3
English Opening: King's English Variation, Nimzowitsch Variation	c2c4 e7e5 g1f3
English Opening: King's English Variation, Nimzowitsch-Flohr Variation	c2c4 e7e5 g1f3 e5e4
English Opening: King's English Variation	c2c4 e7e5 b1c3 d7d6 g1f3
English Opening: King's English Variation, Keres Defense	c2c4 e7e5 b1c3 d7d6 g2g3 c7c6
English Opening: King's English Variation, Kramnik-Shirov Counterattack	c2c4 e7e5 b1c3 f8b4
English Opening: King's English Variation, Reversed Sicilian	c2c4 e7e5 b1c3
English Opening: King's English Variation, Smyslov Defense	c2c4 e7e5 b1c3 d7d6 g1f3 c8g4
English Opening: King's English Variation, Troger Defense	c2c4 e7e5 b1c3 b8c6 g2g3 d7d6 f1g2 c8e6
English Opening: Carls-Bremen System	c2c4 e7e5 b1c3 g8f6 g2g3
English Opening: King's English Variation, Bellon Gambit	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 b7b5
English Opening: King's English Variation, Two Knights Variation	c2c4 e7e5 b1c3 g8f6
English Opening: King's English Variation, Two Knights Variation, Reversed Dragon	c2c4 e7e5 b1c3 g8f6 g2g3 d7d5
English Opening: King's English Variation, Two Knights Variation, Smyslov System	c2c4 e7e5 b1c3 g8f6 g2g3 f8b4
English Opening: King's English, Erbenheimer Gambit	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 f6g4
English Opening: King's English, Mazedonisch	c2c4 e7e5 b1c3 g8f6 f2f4
English Opening: King's English Variation, Two Knights Variation, Keres Variation	c2c4 e7e5 b1c3 g8f6 g2g3 c7c6
English Opening: King's English Variation, Two Knights Variation, Fianchetto Line	c2c4 e7e5 b1c3 g8f6 g2g3 g7g6
English Opening: Closed, Taimanov Variation	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 a1b1 g8h6 f1g2 f8g7
English Opening: Closed, Taimanov Variation	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e2e3 d7d6 g1e2 g8h6
English Opening: King's English Variation, Bremen-Hort Variation	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e2e3 d7d6 g1e2 c8e6
English Opening: King's English Variation, Closed System	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3
English Opening: King's English Variation, Hungarian Attack	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 a1b1
English Opening: King's English Variation, Reversed Closed Sicilian	c2c4 e7e5 b1c3 b8c6
English Opening: King's English Variation, Taimanov Variation	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7
English Opening: King's English Variation, Botvinnik System	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3 d7d6 e2e4
English Opening: King's English Variation, Closed System, Full Symmetry	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3 d7d6
English Opening: King's English Variation, Three Knights System	c2c4 e7e5 b1c3 b8c6 g1f3
English Opening: Four Knights System, Nimzowitsch Variation	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e4
English Opening: King's English Variation, Four Knights Variation	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6
English Opening: King's English Variation, Four Knights Variation	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c1g5 h7h6 g5h4 b4c3 b2c3 c6e5
English Opening: King's English Variation, Four Knights Variation, Bradley Beach Variation	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d4 e5e4
English Opening: King's English Variation, Four Knights Variation, Flexible Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d3
English Opening: King's English Variation, Four Knights Variation, Korchnoi Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 a2a3
English Opening: King's English Variation, Four Knights Variation, Quiet Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3
English Opening: King's English Variation, Four Knights Variation, Quiet Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3 f8b4 d1c2 b4c3
English Opening: King's English Variation, Four Knights Variation, Quiet Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3 f8b4 d1c2 e8g8 c3d5 f8e8 c2f5
English Opening: King's English Variation, Four Knights Variation, Fianchetto Line	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 g2g3
English Opening: Symmetrical Variation	c2c4 c7c5
English Opening: Symmetrical Variation	c2c4 c7c5 g1f3
English Opening: Symmetrical Variation, Hedgehog Defense	g1f3 g8f6 c2c4 c7c5 b1c3 e7e6 g2g3 b7b6 f1g2 c8b7 e1g1 f8e7
English Opening: Symmetrical Variation, Napolitano Gambit	c2c4 c7c5 g1f3 g8f6 b2b4
English Opening: Symmetrical, Hedgehog, Flexible Formation	g1f3 c7c5 c2c4 g8f6 b1c3 e7e6 g2g3 b7b6 f1g2 c8b7 e1g1 f8e7 d2d4 c5d4 d1d4 d7d6 f1d1 a7a6 b2b3 b8d7
English Opening: Wing Gambit	c2c4 c7c5 b2b4
English Opening: Symmetrical Variation, Anti-Benoni Variation	d2d4 g8f6 c2c4 c7c5 g1f3
English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense	d2d4 g8f6 c2c4 c7c5 g1f3 c5d4 f3d4 e7e6
English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation	g1f3 g8f6 c2c4 c7c5 b1c3 b8c6 d2d4 c5d4 f3d4 e7e6 g2g3 d8b6
English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense	g1f3 g8f6 c2c4 c7c5 b1c3 b8c6 d2d4 c5d4 f3d4 e7e6
English Opening: Symmetrical Variation, Fianchetto Variation	c2c4 g8f6 b1c3 c7c5 g2g3
English Opening: Symmetrical Variation, Normal Variation	c2c4 c7c5 b1c3
English Opening: Symmetrical Variation, Rubinstein Variation	c2c4 g8f6 b1c3 c7c5 g2g3 d7d5 c4d5 f6d5 f1g2 d5c7
English Opening: Symmetrical Variation, Three Knights Variation	c2c4 c7c5 b1c3 g8f6 g1f3
English Opening: Symmetrical Variation, Four Knights Variation	g1f3 g8f6 c2c4 c7c5 b1c3 b8c6
English Opening: Symmetrical Variation, Two Knights Variation	c2c4 c7c5 b1c3 b8c6
English Opening: Symmetrical Variation, Botvinnik System	e2e4 c7c5 c2c4 b8c6 b1c3 g7g6 g2g3 f8g7 f1g2
English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3	c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e2e3 e7e5
English Opening: Symmetrical Variation, Symmetrical Variation	c2c4 c7c5 g2g3 g7g6 f1g2 f8g7 b1c3 b8c6
English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation	c2c4 c7c5 b1c3 b8c6 g2g3
English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3	c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 g1f3 e7e5
English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation	c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 g1f3
English Opening: Symmetrical Variation, Double Fianchetto	c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 g1f3 g8f6 e1g1 e8g8 b2b3
English Opening: Symmetrical Variation, Duchamp Variation	g1f3 g8f6 g2g3 g7g6 f1g2 f8g7 e1g1 e8g8 c2c4 c7c5 b1c3 b8c6 d2d3
English Opening: Symmetrical Variation, Full Symmetry Line	g1f3 g8f6 c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7
English Opening: Symmetrical Variation, Mecking Variation	g1f3 g8f6 c2c4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e1g1 e8g8 d2d4
Australian Defense	d2d4 b8a6
Benoni Defense: Franco-Sicilian Hybrid	d2d4 e7e6 c2c4 c7c5 d4d5 e6d5 c4d5 d7d6 b1c3 g7g6 e2e4 f8g7 g1f3 g8e7
Borg Defense: Borg Gambit	d2d4 g7g5
Colle System: Pterodactyl Variation	d2d4 g7g6 g1f3 f8g7 e2e3 c7c5 f1d3 d8a5
Colle System: Siroccopteryx Variation	d2d4 g7g6 g1f3 f8g7 e2e3 c7c5 f1d3 c5d4 f3d4 d8a5
English Defense	d2d4 b7b6
English Defense	d2d4 e7e6 c2c4 b7b6
English Defense: Eastbourne Gambit	d2d4 b7b6 c2c4 c8b7 b1c3 e7e5
English Defense: Hartlaub Gambit Accepted	c2c4 e7e6 d2d4 b7b6 b1c3 c8b7 e2e4 f7f5 e4f5 g8f6
English Defense: Hartlaub Gambit Declined	c2c4 e7e6 d2d4 b7b6 b1c3 c8b7 e2e4 f7f5 d4d5
English Defense: Perrin Variation	d2d4 e7e6 c2c4 b7b6 e2e4 c8b7 f1d3 b8c6
English Defense: Poli Gambit	d2d4 e7e6 c2c4 b7b6 e2e4 c8b7 f2f3 f7f5 e4f5 g8h6
Englund Gambit	d2d4 e7e5
Englund Gambit Complex Declined	d2d4 e7e5 d4d5
Englund Gambit Complex Declined: Diemer Counterattack	d2d4 e7e5 d4d5 f8c5 e2e4 d8h4
Englund Gambit Complex: Englund Gambit	d2d4 e7e5 d4e5 b8c6 g1f3 d8e7
Englund Gambit Complex: Felbecker Gambit	d2d4 e7e5 d4e5 b8c6 g1f3 f8c5
Englund Gambit Complex: Hartlaub-Charlick Gambit	d2d4 e7e5 d4e5 d7d6
Englund Gambit Complex: Mosquito Gambit	d2d4 e7e5 d4e5 d8h4
Englund Gambit Complex: Soller Gambit	d2d4 e7e5 d4e5 f7f6
Englund Gambit Complex: Soller Gambit Deferred	d2d4 e7e5 d4e5 b8c6 g1f3 f7f6
Englund Gambit Complex: Stockholm Variation	d2d4 e7e5 d4e5 b8c6 g1f3 d8e7 d1d5
Englund Gambit Complex: Zilbermints Gambit	d2d4 e7e5 d4e5 b8c6 g1f3 g8e7
Englund Gambit Declined: Reversed Alekhine	d2d4 e7e5 g1f3
Englund Gambit Declined: Reversed Brooklyn	d2d4 e7e5 g1f3 e5e4 f3g1
Englund Gambit Declined: Reversed French	d2d4 e7e5 e2e3
Englund Gambit Declined: Reversed Krebs	d2d4 e7e5 g1f3 e5e4
Englund Gambit Declined: Reversed Mokele Mbembe	d2d4 e7e5 g1f3 e5e4 f3e5
Horwitz Defense	d2d4 e7e6
Horwitz Defense: Zilbermints Gambit	d2d4 e7e6 c2c4 e6e5
Kangaroo Defense	d2d4 e7e6 c2c4 f8b4
Kangaroo Defense: Keres Defense, Transpositional Variation	d2d4 e7e6 c2c4 f8b4 b1c3
Mikenas Defense	d2d4 b8c6
Mikenas Defense: Cannstatter Variation	d2d4 b8c6 c2c4 e7e5 d4d5 c6d4
Mikenas Defense: Lithuanian Variation	d2d4 b8c6 c2c4 e7e5 d4d5 c6e7
Mikenas Defense: Pozarek Gambit	d2d4 b8c6 c2c4 e7e5 d4e5 c6e5 b1c3 e5c4
Modern Defense: Beefeater Variation	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 f7f5
Modern Defense: Lizard Defense, Pirc-Diemer Gambit	d2d4 g7g6 h2h4 g8f6 h4h5
Montevideo Defense	d2d4 b8c6 d4d5 c6b8
Polish Defense	d2d4 b7b5
Polish Defense: Spassky Gambit Accepted	d2d4 b7b5 e2e4 c8b7 f1b5
Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d7d6 e2e4 g7c3 b2c3 d8a5
Pterodactyl Defense: Central, Benoni Pterodactyl	d2d4 g7g6 c2c4 f8g7 e2e4 c7c5 d4d5 d8a5
Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d8a5
Pterodactyl Defense: Fianchetto, Queen Pteranodon	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 d8a5
Pterodactyl Defense: Fianchetto, Queen Pterodactyl	d2d4 g7g6 g1f3 f8g7 g2g3 c7c5 f1g2 d8a5
Pterodactyl Defense: Queen Pterodactyl, Quiet Line	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 e2e3
Queen's Pawn Game	d2d4
Queen's Pawn Game: Anglo-Slav Opening	d2d4 c7c6 c2c4 d7d6
Queen's Pawn Game: Modern Defense	d2d4 g7g6
Slav Indian: Kudischewitsch Gambit	d2d4 c7c6 g1f3 g8f6 c2c4 b7b5
Zaire Defense	d2d4 b8c6 d4d5 c6b8 e2e4 g8f6 e4e5 f6g8
Modern Defense	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6
Modern Defense: Neo-Modern Defense	d2d4 g7g6 c2c4 f8g7 e2e4 e7e5
Old Indian Defense	d2d4 d7d6 c2c4
Queen's Pawn Game	d2d4 d7d6
Rat Defense: English Rat	d2d4 d7d6 c2c4 e7e5
Rat Defense: English Rat, Lisbon Gambit	d2d4 d7d6 c2c4 e7e5 d4e5 b8c6
Rat Defense: English Rat, Pounds Gambit	d2d4 d7d6 c2c4 e7e5 d4e5 c8e6
Robatsch Defense	d2d4 d7d6 g1f3 g7g6 c2c4 f8g7 e2e4 c8g4
Wade Defense	d2d4 d7d6 g1f3 c8g4
Zukertort Opening: Wade Defense, Chigorin Plan	d2d4 d7d6 g1f3 c8g4 c2c4 b8d7 d1b3 a8b8
Modern Defense: Averbakh System	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4
Modern Defense: Averbakh Variation, Pseudo-Sämisch	d2d4 g7g6 c2c4 f8g7 e2e4 d7d6 c1e3 g8f6 f2f3
Modern Defense: Kotov Variation	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 b8c6
Modern Defense: Randspringer Variation	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 f7f5
Pterodactyl Defense	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5 b1c3 d7d6
Pterodactyl Defense: Central, Bogolubovia	d2d4 g7g6 c2c4 f8g7 e2e4 d7d6 b1c3 c7c5 g1e2 d8a5
Benoni Defense: Benoni Gambit Accepted	d2d4 c7c5 d4c5
Benoni Defense: Benoni Gambit, Schlenker Defense	d2d4 c7c5 d4c5 b8a6
Benoni Defense: Benoni-Indian Defense	d2d4 c7c5 d4d5 g8f6
Benoni Defense: Benoni-Indian Defense, Kingside Move Order	d2d4 g8f6 g1f3 c7c5 d4d5
Benoni Defense: Benoni-Staunton Gambit	d2d4 c7c5 d4d5 f7f5 e2e4
Benoni Defense: Cormorant Gambit	d2d4 c7c5 d4c5 b7b6
Benoni Defense: French Benoni	e2e4 e7e6 d2d4 c7c5 d4d5
Benoni Defense: Hawk Variation	d2d4 g8f6 g1f3 c7c5 d4d5 c5c4
Benoni Defense: Old Benoni	d2d4 c7c5
Benoni Defense: Old Benoni	d2d4 c7c5 d4d5
Benoni Defense: Old Benoni	d2d4 c7c5 d4d5 d7d6
Benoni Defense: Old Benoni, Mujannah Formation	d2d4 c7c5 d4d5 f7f5
Benoni Defense: Old Benoni, Schmid Variation	d2d4 c7c5 d4d5 d7d6 b1c3 g7g6
Benoni Defense: Snail Variation	d2d4 c7c5 d4d5 b8a6
Benoni Defense: Woozle	d2d4 c7c5 d4d5 g8f6 b1c3 d8a5
Benoni Defense: Zilbermints-Benoni Gambit	d2d4 c7c5 b2b4
Benoni Defense: Zilbermints-Benoni Gambit	d2d4 c7c5 g1f3 c5d4 b2b4
Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit	d2d4 c7c5 g1f3 c5d4 b2b4 e7e5
Indian Defense: Pseudo-Benko	d2d4 g8f6 g1f3 c7c5 d4d5 b7b5
Queen's Pawn Game: Liedmann Gambit	d2d4 c7c5 c2c4 c5d4 e2e3
Benoni Defense: Old Benoni	d2d4 c7c5 d4d5 e7e5
Benoni Defense: Semi-Benoni	d2d4 c7c5 d4d5 e7e5 e2e4 d7d6
Amazon Attack: Siberian Attack	d2d4 g8f6 b1c3 d7d5 d1d3
Canard Opening	d2d4 g8f6 f2f4
Indian Defense	d2d4 g8f6
Indian Defense: Gedult Attack, Gedult Attack	d2d4 g8f6 f2f3 d7d5 g2g4
Indian Defense: Gibbins-Weidenhagen Gambit	d2d4 g8f6 g2g4
Indian Defense: Gibbins-Weidenhagen Gambit Accepted	d2d4 g8f6 g2g4 f6g4
Indian Defense: Gibbins-Weidenhagen Gambit, Maltese Falcon	d2d4 g8f6 g2g4 f6g4 f2f3 g4f6 e2e4
Indian Defense: Gibbins-Weidenhagen Gambit, Oshima Defense	d2d4 g8f6 g2g4 e7e5
Indian Defense: Gibbins-Weidenhagen Gambit, Stummer Gambit	d2d4 g8f6 g2g4 f6g4 e2e4 d7d6 f1e2 g4f6 b1c3
Indian Defense: Lazard Gambit	d2d4 g8f6 b1d2 e7e5
Indian Defense: Maddigan Gambit	d2d4 g8f6 b1c3 e7e5
Indian Defense: Omega Gambit	d2d4 g8f6 e2e4
Indian Defense: Omega Gambit, Arafat Gambit	d2d4 g8f6 e2e4 f6e4 f1d3 e4f6 c1g5
Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred	d2d4 g8f6 f2f3 d7d5 e2e4
Indian Defense: Pawn Push Variation	d2d4 g8f6 d4d5
Indian Defense: Reversed Chigorin Defense	d2d4 g8f6 b1c3 c7c5
Indian Defense: Tartakower Attack	d2d4 g8f6 g2g3
Paleface Attack	d2d4 g8f6 f2f3
Queen's Pawn Game: Chigorin Variation	d2d4 g8f6 b1c3 d7d5
Queen's Pawn Game: Veresov, Richter Attack	d2d4 g8f6 f2f3 d7d5 b1c3
Trompowsky Attack	d2d4 g8f6 c1g5
Trompowsky Attack: Borg Variation	d2d4 g8f6 c1g5 f6e4 g5f4 g7g5
Trompowsky Attack: Classical Defense	d2d4 g8f6 c1g5 e7e6
Trompowsky Attack: Classical Defense, Big Center Variation	d2d4 g8f6 c1g5 e7e6 e2e4
Trompowsky Attack: Edge Variation	d2d4 g8f6 c1g5 f6e4 g5h4
Trompowsky Attack: Edge Variation, Hergert Gambit	d2d4 g8f6 c1g5 f6e4 g5h4 c7c6 b1d2 d8a5 c2c3 e4d2 d1d2 d7d5 e2e4
Trompowsky Attack: Edge Variation, Hergert Gambit	d2d4 g8f6 c1g5 f6e4 g5h4 d7d5 f2f3 e4f6 b1c3 c8f5 e2e4
Trompowsky Attack: Poisoned Pawn Variation	d2d4 g8f6 c1g5 c7c5 d4d5 d8b6 b1c3
Trompowsky Attack: Raptor Variation	d2d4 g8f6 c1g5 f6e4 h2h4
Trompowsky Attack: Raptor Variation, Hergert Gambit	d2d4 g8f6 c1g5 f6e4 h2h4 e4g5 h4g5 e7e5
Döry Defense	d2d4 g8f6 g1f3 f6e4
Indian Defense: Czech-Indian	d2d4 g8f6 g1f3 c7c6
Indian Defense: Knights Variation	d2d4 g8f6 g1f3
Indian Defense: Knights Variation, Alburt-Miles Variation	d2d4 g8f6 g1f3 a7a6
Indian Defense: London System	d2d4 g8f6 g1f3 e7e6 c1f4
Indian Defense: Polish Variation	d2d4 g8f6 g1f3 b7b5
Indian Defense: Spielmann-Indian	d2d4 g8f6 g1f3 c7c5
Indian Defense: Wade-Tartakower Defense	d2d4 g8f6 g1f3 d7d6
Queen's Pawn Game: Torre Attack, Breyer Variation	d2d4 g8f6 g1f3 e7e6 c1g5 d7d5 e2e3 c7c5 c2c3 d8b6
Queen's Pawn Game: Veresov Attack, Classical Defense	d2d4 g8f6 g1f3 e7e6 b1c3 d7d5 c1g5
Torre Attack: Classical Defense	d2d4 g8f6 g1f3 e7e6 c1g5
Torre Attack: Classical Defense, Nimzowitsch Variation	d2d4 g8f6 g1f3 e7e6 c1g5 h7h6
Torre Attack: Classical Defense, Petrosian Gambit	d2d4 g8f6 g1f3 e7e6 c1g5 c7c5 e2e3 b7b6 d4d5
Torre Attack: Wagner Gambit	d2d4 g8f6 g1f3 e7e6 c1g5 c7c5 e2e4
Yusupov-Rubinstein System	d2d4 g8f6 g1f3 e7e6 e2e3
Indian Defense: Schnepper Gambit	d2d4 g8f6 g1f3 b7b6 c2c3 e7e5
Marienbad System	d2d4 g8f6 g1f3 b7b6 g2g3 c8b7 f1g2 c7c5
Marienbad System: Berg Variation	d2d4 g8f6 g1f3 b7b6 g2g3 c8b7 f1g2 c7c5 c2c4 c5d4 d1d4
Pseudo Queen's Indian Defense	d2d4 g8f6 g1f3 b7b6
East Indian Defense	d2d4 g8f6 g1f3 g7g6
Indian Defense: Colle System, King's Indian Variation	d2d4 g8f6 g1f3 g7g6 e2e3 f8g7 f1d3 d7d6
London System	d2d4 g8f6 g1f3 g7g6 c1f4
Queen's Pawn Game: Barry Attack, Grünfeld Variation	d2d4 g8f6 g1f3 g7g6 b1c3 d7d5 c1f4 f8g7 e2e3 e8g8 f1e2
Queen's Pawn Game: Torre Attack, Grünfeld Variation, Main Line	d2d4 g8f6 g1f3 g7g6 c1g5 f8g7 b1d2 d7d5 e2e3 e8g8
Torre Attack: Fianchetto Defense	d2d4 g8f6 g1f3 g7g6 c1g5
Torre Attack: Fianchetto Defense, Euwe Variation	d2d4 g8f6 g1f3 g7g6 c1g5 f8g7 b1d2 c7c5
Indian Defense: Przepiorka Variation	d2d4 g8f6 g1f3 g7g6 g2g3
Indian Defense: Medusa Gambit	d2d4 g8f6 c2c4 g7g5
Indian Defense: Normal Variation	d2d4 g8f6 c2c4
Indian Defense: Pyrenees Gambit	d2d4 g8f6 c2c4 b7b5
Mexican Defense	d2d4 g8f6 c2c4 b8c6
Mexican Defense: Horsefly Gambit	d2d4 g8f6 c2c4 b8c6 d4d5 c6e5 f2f4
Queen's Indian Accelerated	d2d4 g8f6 c2c4 b7b6
Slav Indian	d2d4 g8f6 c2c4 c7c6
Indian Defense: Budapest Defense	d2d4 g8f6 c2c4 e7e5
Indian Defense: Budapest Defense, Fajarowicz Defense, Bonsdorf Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6e4 a2a3 b7b6
Indian Defense: Budapest Defense, Fajarowicz Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6e4
Indian Defense: Budapest Defense, Fajarowicz-Steiner Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6e4 d1c2
Indian Defense: Budapest Defense	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4
Indian Defense: Budapest Defense, Adler Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 g1f3
Indian Defense: Budapest Defense, Alekhine Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 e2e4
Indian Defense: Budapest Defense, Alekhine Variation, Abonyi Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 e2e4 g4e5 f2f4 e5c6
Indian Defense: Budapest Defense, Alekhine Variation, Tartakower Defense	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 e2e4 d7d6
Indian Defense: Budapest Defense, Rubinstein Variation	d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 c1f4
Old Indian Defense	d2d4 g8f6 c2c4 d7d6
Old Indian Defense: Aged Gibbon Gambit	d2d4 g8f6 c2c4 d7d6 g2g4
Old Indian Defense: Czech Variation, with Nc3	d2d4 g8f6 c2c4 d7d6 b1c3 c7c6
Old Indian Defense: Czech Variation, with Nf3	d2d4 g8f6 c2c4 d7d6 g1f3 c7c6
Old Indian Defense: Janowski Variation	d2d4 g8f6 c2c4 d7d6 b1c3 c8f5
Old Indian Defense: Janowski Variation, Fianchetto Variation	d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 g2g3
Old Indian Defense: Janowski Variation, Grinberg Gambit	d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 e2e4
Old Indian Defense: Janowski Variation, Main Line	d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 f2f3
Old Indian Defense: Dus-Khotimirsky Variation	d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 e2e3 b8d7 f1d3
Old Indian Defense: Tartakower-Indian	d2d4 g8f6 c2c4 d7d6 g1f3 c8g4
Old Indian Defense: Two Knights Variation	d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 g1f3
Old Indian Defense: Ukrainian Variation	d2d4 g8f6 c2c4 d7d6 b1c3 e7e5
Old Indian Defense: Normal Variation	d2d4 g8f6 c2c4 d7d6 b1c3 b8d7 e2e4 e7e5 g1f3
Benoni Defense	d2d4 g8f6 c2c4 c7c5
Benoni Defense: Czech Benoni Defense	d2d4 g8f6 c2c4 c7c5 d4d5 e7e5
Benoni Defense: Hromádka System	d2d4 g8f6 c2c4 c7c5 d4d5 d7d6
Benoni Defense: King's Indian System	d2d4 g8f6 c2c4 c7c5 d4d5 e7e5 b1c3 d7d6 e2e4 g7g6
Benoni Defense: Weenink Variation	d2d4 g8f6 c2c4 c7c5 d4c5 e7e6
Grünfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch	d2d4 g8f6 c2c4 c7c5 e2e3 g7g6 b1c3 f8g7 g1f3 e8g8 f1e2 c5d4 e3d4 d7d5 e1g1 b8c6
Vulture Defense	d2d4 g8f6 c2c4 c7c5 d4d5 f6e4
Benko Gambit	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5
Benko Gambit Accepted	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6
Benko Gambit Accepted: Dlugy Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 f2f3
Benko Gambit Accepted: Modern Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 e2e3
Benko Gambit Accepted: Pawn Return Variation	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5b6
Benko Gambit Declined: Bishop Attack	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c1g5
Benko Gambit Declined: Hjørring Countergambit	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 e2e4
Benko Gambit Declined: Main Line	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 g1f3
Benko Gambit Declined: Pseudo-Sämisch	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 f2f3
Benko Gambit Declined: Quiet Line	d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 b1d2
